Transaction ID,Transaction Date,Customer ID,Customer Type,Product ID,Product Name,Product Category,Region,Sales Channel,Sales Rep ID,Quantity,Unit Price,Discount (%),Revenue,Cost/COGS
TRX-20230709-00013,2023-07-09,CUST-0494,Wholesale,PRD-03,Gula Pasir 1kg,Food,Jabodetabek,Online,REP-01,28,16000,5,425600.0,364000
TRX-20250330-00014,2025-03-30,CUST-0323,Retail,PRD-02,Beras Premium 5kg,Food,Jabodetabek,Modern Trade,REP-06,5,65000,10,292500.0,265000
TRX-20240820-00015,2024-08-20,CUST-0645,Retail,PRD-07,Susu UHT 1L,Beverages,Jawa Barat,Distributor,REP-06,5,19000,15,80750.0,72500
TRX-20230830-00016,2023-08-30,CUST-0493,Wholesale,PRD-05,Kopi Bubuk 200g,Beverages,Jabodetabek,Direct,REP-08,18,22000,5,376200.0,288000
TRX-20241203-00017,2024-12-03,CUST-0308,New,PRD-07,Susu UHT 1L,Beverages,Jabodetabek,Direct,REP-02,9,19000,0,171000.0,130500
TRX-20230415-00018,2023-04-15,CUST-0192,Wholesale,PRD-01,Minyak Goreng 2L,Food,Jawa Tengah,Modern Trade,REP-02,29,35000,5,964250.0,812000
TRX-20230820-00019,2023-08-20,CUST-0789,Retail,PRD-12,Pasta Gigi 150g,Personal Care,Jawa Tengah,Online,REP-03,4,15000,5,57000.0,44000
TRX-20250728-00020,2025-07-28,CUST-0449,Retail,PRD-07,Susu UHT 1L,Beverages,Jawa Tengah,Direct,REP-01,4,19000,10,68400.0,58000
TRX-20230528-00021,2023-05-28,CUST-0277,Retail,PRD-08,Deterjen Bubuk 800g,Home Care,Jawa Barat,Direct,REP-03,7,25000,25,131250.0,133000
TRX-20230518-00022,2023-05-18,CUST-0550,Wholesale,PRD-12,Pasta Gigi 150g,Personal Care,Sumatera,Online,REP-08,24,15000,10,324000.0,264000
TRX-20250415-00023,2025-04-15,CUST-0590,Wholesale,PRD-09,Pembersih Lantai 900ml,Home Care,Jawa Barat,Direct,REP-02,31,18000,0,558000.0,418500
TRX-20250208-00024,2025-02-08,CUST-0222,Retail,PRD-12,Pasta Gigi 150g,Personal Care,Jabodetabek,Direct,REP-01,4,15000,20,48000.0,44000
TRX-20250911-00025,2025-09-11,CUST-0599,New,PRD-04,Tepung Terigu 1kg,Food,Jabodetabek,Direct,REP-06,7,12500,0,87500.0,70000
TRX-20251018-00026,2025-10-18,CUST-0661,Retail,PRD-08,Deterjen Bubuk 800g,Home Care,Jawa Timur,Distributor,REP-07,5,25000,10,112500.0,95000
TRX-20250208-00027,2025-02-08,CUST-0541,Wholesale,PRD-05,Kopi Bubuk 200g,Beverages,Jawa Timur,Modern Trade,REP-07,25,22000,5,522500.0,400000
TRX-20231005-00028,2023-10-05,CUST-0683,Wholesale,PRD-05,Kopi Bubuk 200g,Beverages,Jawa Tengah,Distributor,REP-07,19,22000,0,418000.0,304000
TRX-20230418-00029,2023-04-18,CUST-0367,Wholesale,PRD-09,Pembersih Lantai 900ml,Home Care,Jawa Timur,Direct,REP-02,42,18000,5,718200.0,567000
TRX-20240529-00030,2024-05-29,CUST-0449,Retail,PRD-04,Tepung Terigu 1kg,Food,Jabodetabek,Distributor,REP-02,7,12500,10,78750.0,70000
TRX-20250720-00031,2025-07-20,CUST-0598,Retail,PRD-10,Sabun Mandi Batang,Personal Care,Jawa Timur,Direct,REP-01,9,5000,0,45000.0,31500
TRX-20260301-00032,2026-03-01,CUST-0319,Retail,PRD-10,Sabun Mandi Batang,Personal Care,Jawa Barat,Distributor,REP-08,1,5000,0,5000.0,3500
TRX-20230707-00033,2023-07-07,CUST-0057,New,PRD-04,Tepung Terigu 1kg,Food,Jawa Barat,Modern Trade,REP-05,3,12500,10,33750.0,30000
TRX-20250204-00034,2025-02-04,CUST-0536,Retail,PRD-02,Beras Premium 5kg,Food,Jawa Tengah,Online,REP-04,2,65000,15,110500.0,106000
TRX-20260206-00035,2026-02-06,CUST-0076,New,PRD-10,Sabun Mandi Batang,Personal Care,Jawa Timur,Online,REP-08,4,5000,5,19000.0,14000
TRX-20250410-00036,2025-04-10,CUST-0628,Wholesale,PRD-12,Pasta Gigi 150g,Personal Care,Jawa Timur,Modern Trade,REP-04,33,15000,0,495000.0,363000
TRX-20241021-00037,2024-10-21,CUST-0752,Retail,PRD-11,Shampoo 170ml,Personal Care,Jawa Tengah,Modern Trade,REP-04,4,24000,0,96000.0,72000
TRX-20250830-00038,2025-08-30,CUST-0619,New,PRD-06,Teh Celup Box,Beverages,Jabodetabek,Distributor,REP-05,2,9000,15,15300.0,13000
TRX-20240803-00039,2024-08-03,CUST-0349,Retail,PRD-05,Kopi Bubuk 200g,Beverages,Jawa Barat,Distributor,REP-08,1,22000,5,20900.0,16000
TRX-20250112-00040,2025-01-12,CUST-0295,Retail,PRD-02,Beras Premium 5kg,Food,Sumatera,Online,REP-04,2,65000,15,110500.0,106000
TRX-20250911-00041,2025-09-11,CUST-0548,Retail,PRD-05,Kopi Bubuk 200g,Beverages,Jabodetabek,Direct,REP-06,6,22000,0,132000.0,96000
TRX-20230724-00042,2023-07-24,CUST-0582,Retail,PRD-12,Pasta Gigi 150g,Personal Care,Jabodetabek,Modern Trade,REP-03,4,15000,0,60000.0,44000
TRX-20240930-00043,2024-09-30,CUST-0399,New,PRD-02,Beras Premium 5kg,Food,Jawa Timur,Distributor,REP-08,3,65000,5,185250.0,159000
TRX-20230614-00044,2023-06-14,CUST-0314,Retail,PRD-05,Kopi Bubuk 200g,Beverages,Jabodetabek,Online,REP-02,4,22000,0,88000.0,64000
TRX-20230610-00045,2023-06-10,CUST-0178,Retail,PRD-05,Kopi Bubuk 200g,Beverages,Jabodetabek,Direct,REP-07,6,22000,10,118800.0,96000
TRX-20250823-00046,2025-08-23,CUST-0758,Retail,PRD-02,Beras Premium 5kg,Food,Jawa Tengah,Direct,REP-02,4,65000,5,247000.0,212000
TRX-20240724-00047,2024-07-24,CUST-0650,Wholesale,PRD-03,Gula Pasir 1kg,Food,Jabodetabek,Online,REP-08,36,16000,0,576000.0,468000
TRX-20251227-00048,2025-12-27,CUST-0214,Retail,PRD-08,Deterjen Bubuk 800g,Home Care,Jabodetabek,Online,REP-04,8,25000,20,160000.0,152000
TRX-20251203-00049,2025-12-03,CUST-0319,Retail,PRD-06,Teh Celup Box,Beverages,Jawa Barat,Distributor,REP-03,8,9000,0,72000.0,52000
TRX-20230613-00050,2023-06-13,CUST-0485,Retail,PRD-05,Kopi Bubuk 200g,Beverages,Jabodetabek,Online,REP-07,4,22000,20,70400.0,64000
TRX-20240122-00051,2024-01-22,CUST-0259,Retail,PRD-11,Shampoo 170ml,Personal Care,Jabodetabek,Modern Trade,REP-01,1,24000,5,22800.0,18000
TRX-20250716-00052,2025-07-16,CUST-0688,Retail,PRD-11,Shampoo 170ml,Personal Care,Jabodetabek,Online,REP-06,10,24000,0,240000.0,180000
TRX-20260130-00053,2026-01-30,CUST-0506,Retail,PRD-11,Shampoo 170ml,Personal Care,Jabodetabek,Direct,REP-01,2,24000,0,48000.0,36000
TRX-20251018-00054,2025-10-18,CUST-0645,Retail,PRD-03,Gula Pasir 1kg,Food,Jabodetabek,Modern Trade,REP-04,7,16000,20,89600.0,91000
TRX-20260603-00055,2026-06-03,CUST-0131,Wholesale,PRD-12,Pasta Gigi 150g,Personal Care,Jabodetabek,Direct,REP-05,24,15000,0,360000.0,264000
TRX-20240629-00056,2024-06-29,CUST-0041,New,PRD-03,Gula Pasir 1kg,Food,Jawa Barat,Online,REP-01,5,16000,5,76000.0,65000
TRX-20250611-00057,2025-06-11,CUST-0701,Retail,PRD-08,Deterjen Bubuk 800g,Home Care,Jabodetabek,Online,REP-06,7,25000,20,140000.0,133000
TRX-20230523-00058,2023-05-23,CUST-0191,Retail,PRD-05,Kopi Bubuk 200g,Beverages,Jabodetabek,Distributor,REP-06,3,22000,15,56100.0,48000
TRX-20260515-00059,2026-05-15,CUST-0210,Wholesale,PRD-03,Gula Pasir 1kg,Food,Sumatera,Online,REP-07,33,16000,0,528000.0,429000
TRX-20230522-00060,2023-05-22,CUST-0612,Retail,PRD-05,Kopi Bubuk 200g,Beverages,Jawa Barat,Distributor,REP-06,1,22000,15,18700.0,16000
TRX-20240228-00061,2024-02-28,CUST-0270,Retail,PRD-10,Sabun Mandi Batang,Personal Care,Sulawesi,Direct,REP-01,3,5000,0,15000.0,10500
TRX-20251222-00062,2025-12-22,CUST-0073,Retail,PRD-11,Shampoo 170ml,Personal Care,Jawa Tengah,Distributor,REP-03,6,24000,20,115200.0,108000
TRX-20231013-00063,2023-10-13,CUST-0265,Retail,PRD-01,Minyak Goreng 2L,Food,Jawa Barat,Distributor,REP-03,3,35000,0,105000.0,84000
TRX-20250914-00064,2025-09-14,CUST-0176,Retail,PRD-07,Susu UHT 1L,Beverages,Jawa Barat,Modern Trade,REP-08,5,19000,0,95000.0,72500
TRX-20251009-00065,2025-10-09,CUST-0201,Retail,PRD-09,Pembersih Lantai 900ml,Home Care,Jawa Tengah,Modern Trade,REP-08,1,18000,25,13500.0,13500
TRX-20231128-00066,2023-11-28,CUST-0438,Retail,PRD-12,Pasta Gigi 150g,Personal Care,Jawa Barat,Direct,REP-03,5,15000,20,60000.0,55000
TRX-20231214-00067,2023-12-14,CUST-0540,Retail,PRD-04,Tepung Terigu 1kg,Food,Jawa Barat,Distributor,REP-06,5,12500,0,62500.0,50000
TRX-20230802-00068,2023-08-02,CUST-0665,Wholesale,PRD-02,Beras Premium 5kg,Food,Jawa Barat,Distributor,REP-02,24,65000,20,1248000.0,1272000
TRX-20240316-00069,2024-03-16,CUST-0093,Retail,PRD-01,Minyak Goreng 2L,Food,Jawa Tengah,Distributor,REP-08,3,35000,0,105000.0,84000
TRX-20250530-00070,2025-05-30,CUST-0190,Wholesale,PRD-08,Deterjen Bubuk 800g,Home Care,Jabodetabek,Direct,REP-02,32,25000,5,760000.0,608000
TRX-20240909-00071,2024-09-09,CUST-0363,Retail,PRD-06,Teh Celup Box,Beverages,Sumatera,Distributor,REP-05,4,9000,0,36000.0,26000
TRX-20250217-00072,2025-02-17,CUST-0477,Retail,PRD-01,Minyak Goreng 2L,Food,Jawa Barat,Online,REP-08,9,35000,20,252000.0,252000
TRX-20250508-00073,2025-05-08,CUST-0174,Wholesale,PRD-07,Susu UHT 1L,Beverages,Jawa Timur,Modern Trade,REP-01,39,19000,10,666900.0,565500
TRX-20250916-00074,2025-09-16,CUST-0704,Wholesale,PRD-03,Gula Pasir 1kg,Food,Jawa Tengah,Distributor,REP-01,20,16000,0,320000.0,260000
TRX-20250816-00075,2025-08-16,CUST-0797,Retail,PRD-09,Pembersih Lantai 900ml,Home Care,Jawa Tengah,Modern Trade,REP-05,9,18000,0,162000.0,121500
TRX-20231023-00076,2023-10-23,CUST-0258,Retail,PRD-01,Minyak Goreng 2L,Food,Jawa Tengah,Distributor,REP-03,2,35000,5,66500.0,56000
TRX-20230218-00077,2023-02-18,CUST-0127,New,PRD-09,Pembersih Lantai 900ml,Home Care,Jawa Timur,Online,REP-04,3,18000,0,54000.0,40500
TRX-20251119-00078,2025-11-19,CUST-0188,Retail,PRD-12,Pasta Gigi 150g,Personal Care,Jawa Timur,Modern Trade,REP-04,4,15000,5,57000.0,44000
TRX-20260215-00079,2026-02-15,CUST-0612,Retail,PRD-12,Pasta Gigi 150g,Personal Care,Jawa Tengah,Distributor,REP-08,5,15000,0,75000.0,55000
TRX-20260510-00080,2026-05-10,CUST-0444,Wholesale,PRD-02,Beras Premium 5kg,Food,Jawa Tengah,Distributor,REP-07,42,65000,15,2320500.0,2226000
TRX-20240729-00081,2024-07-29,CUST-0325,Wholesale,PRD-08,Deterjen Bubuk 800g,Home Care,Jawa Barat,Direct,REP-04,20,25000,5,475000.0,380000
TRX-20250416-00082,2025-04-16,CUST-0376,Retail,PRD-08,Deterjen Bubuk 800g,Home Care,Jawa Barat,Modern Trade,REP-04,7,25000,0,175000.0,133000
TRX-20230505-00083,2023-05-05,CUST-0245,New,PRD-10,Sabun Mandi Batang,Personal Care,Sumatera,Direct,REP-02,4,5000,0,20000.0,14000
TRX-20230228-00084,2023-02-28,CUST-0431,Wholesale,PRD-04,Tepung Terigu 1kg,Food,Jabodetabek,Modern Trade,REP-06,19,12500,5,225625.0,190000
TRX-20241104-00085,2024-11-04,CUST-0365,Retail,PRD-06,Teh Celup Box,Beverages,Jabodetabek,Modern Trade,REP-03,2,9000,0,18000.0,13000
TRX-20250730-00086,2025-07-30,CUST-0427,Retail,PRD-11,Shampoo 170ml,Personal Care,Jawa Tengah,Distributor,REP-04,6,24000,5,136800.0,108000
TRX-20230414-00087,2023-04-14,CUST-0214,Retail,PRD-09,Pembersih Lantai 900ml,Home Care,Jawa Timur,Distributor,REP-07,2,18000,0,36000.0,27000
TRX-20230305-00088,2023-03-05,CUST-0091,Retail,PRD-05,Kopi Bubuk 200g,Beverages,Jawa Tengah,Distributor,REP-07,3,22000,20,52800.0,48000
TRX-20250903-00089,2025-09-03,CUST-0184,New,PRD-04,Tepung Terigu 1kg,Food,Jawa Barat,Direct,REP-06,7,12500,0,87500.0,70000
TRX-20260524-00090,2026-05-24,CUST-0407,Retail,PRD-11,Shampoo 170ml,Personal Care,Jawa Barat,Distributor,REP-02,12,24000,10,259200.0,216000
TRX-20250729-00091,2025-07-29,CUST-0205,New,PRD-06,Teh Celup Box,Beverages,Jabodetabek,Direct,REP-07,1,9000,10,8100.0,6500
TRX-20240424-00092,2024-04-24,CUST-0022,Retail,PRD-06,Teh Celup Box,Beverages,Jawa Timur,Online,REP-02,11,9000,10,89100.0,71500
TRX-20250304-00093,2025-03-04,CUST-0113,Retail,PRD-08,Deterjen Bubuk 800g,Home Care,Jabodetabek,Direct,REP-01,3,25000,0,75000.0,57000
TRX-20241009-00094,2024-10-09,CUST-0188,Retail,PRD-09,Pembersih Lantai 900ml,Home Care,Jawa Timur,Modern Trade,REP-02,4,18000,0,72000.0,54000
TRX-20260103-00095,2026-01-03,CUST-0262,New,PRD-02,Beras Premium 5kg,Food,Jabodetabek,Direct,REP-06,5,65000,0,325000.0,265000
TRX-20240325-00096,2024-03-25,CUST-0474,Retail,PRD-08,Deterjen Bubuk 800g,Home Care,Jabodetabek,Direct,REP-07,3,25000,5,71250.0,57000
TRX-20250102-00097,2025-01-02,CUST-0456,Retail,PRD-01,Minyak Goreng 2L,Food,Jawa Tengah,Modern Trade,REP-05,6,35000,0,210000.0,168000
TRX-20241021-00098,2024-10-21,CUST-0160,Retail,PRD-02,Beras Premium 5kg,Food,Jabodetabek,Online,REP-04,3,65000,0,195000.0,159000
TRX-20250214-00099,2025-02-14,CUST-0466,Retail,PRD-12,Pasta Gigi 150g,Personal Care,Jawa Barat,Direct,REP-02,4,15000,15,51000.0,44000
TRX-20260618-00100,2026-06-18,CUST-0154,Retail,PRD-02,Beras Premium 5kg,Food,Jabodetabek,Online,REP-07,4,65000,5,247000.0,212000
TRX-20241029-00101,2024-10-29,CUST-0651,Retail,PRD-09,Pembersih Lantai 900ml,Home Care,Jawa Barat,Direct,REP-03,9,18000,20,129600.0,121500
TRX-20240415-00102,2024-04-15,CUST-0218,Retail,PRD-01,Minyak Goreng 2L,Food,Sumatera,Modern Trade,REP-07,10,35000,0,350000.0,280000
TRX-20240616-00103,2024-06-16,CUST-0723,New,PRD-12,Pasta Gigi 150g,Personal Care,Sulawesi,Direct,REP-06,5,15000,25,56250.0,55000
TRX-20260613-00104,2026-06-13,CUST-0455,Retail,PRD-09,Pembersih Lantai 900ml,Home Care,Jabodetabek,Distributor,REP-04,6,18000,20,86400.0,81000
TRX-20240912-00105,2024-09-12,CUST-0173,Retail,PRD-02,Beras Premium 5kg,Food,Jawa Barat,Modern Trade,REP-04,4,65000,10,234000.0,212000
TRX-20231222-00106,2023-12-22,CUST-0533,Retail,PRD-12,Pasta Gigi 150g,Personal Care,Jabodetabek,Online,REP-01,4,15000,0,60000.0,44000
TRX-20260130-00107,2026-01-30,CUST-0578,Wholesale,PRD-10,Sabun Mandi Batang,Personal Care,Jabodetabek,Online,REP-06,39,5000,5,185250.0,136500
TRX-20230620-00108,2023-06-20,CUST-0409,Retail,PRD-04,Tepung Terigu 1kg,Food,Jabodetabek,Distributor,REP-01,5,12500,0,62500.0,50000
TRX-20230624-00109,2023-06-24,CUST-0734,New,PRD-09,Pembersih Lantai 900ml,Home Care,Jabodetabek,Direct,REP-08,5,18000,0,90000.0,67500
TRX-20240108-00110,2024-01-08,CUST-0484,Wholesale,PRD-07,Susu UHT 1L,Beverages,Sumatera,Online,REP-08,32,19000,20,486400.0,464000
TRX-20241005-00111,2024-10-05,CUST-0616,New,PRD-03,Gula Pasir 1kg,Food,Jawa Timur,Modern Trade,REP-02,5,16000,5,76000.0,65000
TRX-20240830-00112,2024-08-30,CUST-0434,Retail,PRD-11,Shampoo 170ml,Personal Care,Sulawesi,Direct,REP-01,8,24000,0,192000.0,144000
TRX-20251227-00113,2025-12-27,CUST-0412,Retail,PRD-11,Shampoo 170ml,Personal Care,Jabodetabek,Distributor,REP-04,5,24000,0,120000.0,90000
TRX-20250304-00114,2025-03-04,CUST-0753,Retail,PRD-02,Beras Premium 5kg,Food,Jabodetabek,Online,REP-03,12,65000,0,780000.0,636000
TRX-20240321-00115,2024-03-21,CUST-0210,Wholesale,PRD-10,Sabun Mandi Batang,Personal Care,Jabodetabek,Distributor,REP-03,37,5000,0,185000.0,129500
TRX-20260612-00116,2026-06-12,CUST-0620,New,PRD-01,Minyak Goreng 2L,Food,Jabodetabek,Modern Trade,REP-02,11,35000,20,308000.0,308000
TRX-20260308-00117,2026-03-08,CUST-0026,New,PRD-07,Susu UHT 1L,Beverages,Jabodetabek,Online,REP-02,17,19000,0,323000.0,246500
TRX-20240509-00118,2024-05-09,CUST-0606,Retail,PRD-01,Minyak Goreng 2L,Food,Jawa Barat,Online,REP-04,2,35000,5,66500.0,56000
TRX-20230315-00119,2023-03-15,CUST-0548,Retail,PRD-05,Kopi Bubuk 200g,Beverages,Jawa Barat,Distributor,REP-07,5,22000,10,99000.0,80000
TRX-20240904-00120,2024-09-04,CUST-0155,Wholesale,PRD-09,Pembersih Lantai 900ml,Home Care,Jawa Barat,Modern Trade,REP-05,25,18000,0,450000.0,337500
TRX-20241028-00121,2024-10-28,CUST-0546,New,PRD-03,Gula Pasir 1kg,Food,Jawa Barat,Distributor,REP-07,8,16000,0,128000.0,104000
TRX-20241123-00122,2024-11-23,CUST-0091,Retail,PRD-02,Beras Premium 5kg,Food,Jawa Tengah,Direct,REP-02,4,65000,20,208000.0,212000
TRX-20260501-00123,2026-05-01,CUST-0401,Wholesale,PRD-06,Teh Celup Box,Beverages,Sumatera,Direct,REP-05,42,9000,5,359100.0,273000
TRX-20241022-00124,2024-10-22,CUST-0099,Wholesale,PRD-12,Pasta Gigi 150g,Personal Care,Jawa Timur,Direct,REP-04,27,15000,5,384750.0,297000
TRX-20250301-00125,2025-03-01,CUST-0084,Retail,PRD-02,Beras Premium 5kg,Food,Jabodetabek,Distributor,REP-01,3,65000,0,195000.0,159000
TRX-20240419-00126,2024-04-19,CUST-0271,New,PRD-03,Gula Pasir 1kg,Food,Jawa Barat,Distributor,REP-08,5,16000,15,68000.0,65000
TRX-20251024-00127,2025-10-24,CUST-0290,Retail,PRD-09,Pembersih Lantai 900ml,Home Care,Jawa Barat,Direct,REP-04,1,18000,5,17100.0,13500
TRX-20241111-00128,2024-11-11,CUST-0509,Retail,PRD-09,Pembersih Lantai 900ml,Home Care,Jabodetabek,Distributor,REP-01,4,18000,25,54000.0,54000
TRX-20231208-00129,2023-12-08,CUST-0038,Wholesale,PRD-03,Gula Pasir 1kg,Food,Jawa Tengah,Online,REP-05,45,16000,15,612000.0,585000
TRX-20230725-00130,2023-07-25,CUST-0185,Retail,PRD-11,Shampoo 170ml,Personal Care,Sulawesi,Distributor,REP-08,3,24000,15,61200.0,54000
TRX-20250726-00131,2025-07-26,CUST-0202,Retail,PRD-11,Shampoo 170ml,Personal Care,Jabodetabek,Distributor,REP-01,1,24000,25,18000.0,18000
TRX-20240311-00132,2024-03-11,CUST-0111,Wholesale,PRD-09,Pembersih Lantai 900ml,Home Care,Jabodetabek,Distributor,REP-01,40,18000,5,684000.0,540000
TRX-20240503-00133,2024-05-03,CUST-0088,Wholesale,PRD-02,Beras Premium 5kg,Food,Jawa Tengah,Online,REP-03,23,65000,15,1270750.0,1219000
TRX-20240523-00134,2024-05-23,CUST-0638,Retail,PRD-09,Pembersih Lantai 900ml,Home Care,Jabodetabek,Modern Trade,REP-05,3,18000,0,54000.0,40500
TRX-20240714-00135,2024-07-14,CUST-0076,New,PRD-07,Susu UHT 1L,Beverages,Jawa Barat,Distributor,REP-02,3,19000,0,57000.0,43500
TRX-20240502-00136,2024-05-02,CUST-0078,New,PRD-10,Sabun Mandi Batang,Personal Care,Jawa Tengah,Modern Trade,REP-07,4,5000,0,20000.0,14000
TRX-20230712-00137,2023-07-12,CUST-0453,Retail,PRD-11,Shampoo 170ml,Personal Care,Jawa Barat,Direct,REP-08,4,24000,15,81600.0,72000
TRX-20240327-00138,2024-03-27,CUST-0428,Retail,PRD-07,Susu UHT 1L,Beverages,Jabodetabek,Modern Trade,REP-01,8,19000,15,129200.0,116000
TRX-20240408-00139,2024-04-08,CUST-0124,Retail,PRD-01,Minyak Goreng 2L,Food,Jawa Barat,Direct,REP-03,9,35000,0,315000.0,252000
TRX-20230219-00140,2023-02-19,CUST-0489,Retail,PRD-03,Gula Pasir 1kg,Food,Jawa Tengah,Direct,REP-06,6,16000,0,96000.0,78000
TRX-20250129-00141,2025-01-29,CUST-0404,New,PRD-08,Deterjen Bubuk 800g,Home Care,Jabodetabek,Distributor,REP-01,6,25000,0,150000.0,114000
TRX-20260110-00142,2026-01-10,CUST-0474,Retail,PRD-04,Tepung Terigu 1kg,Food,Jawa Barat,Distributor,REP-04,8,12500,0,100000.0,80000
TRX-20230807-00143,2023-08-07,CUST-0669,Retail,PRD-06,Teh Celup Box,Beverages,Jabodetabek,Distributor,REP-04,3,9000,5,25650.0,19500
TRX-20260303-00144,2026-03-03,CUST-0719,Retail,PRD-11,Shampoo 170ml,Personal Care,Jawa Tengah,Online,REP-08,4,24000,5,91200.0,72000
TRX-20251224-00145,2025-12-24,CUST-0595,Retail,PRD-10,Sabun Mandi Batang,Personal Care,Jawa Barat,Online,REP-03,11,5000,10,49500.0,38500
TRX-20251227-00146,2025-12-27,CUST-0007,Wholesale,PRD-01,Minyak Goreng 2L,Food,Jawa Barat,Modern Trade,REP-02,54,35000,0,1890000.0,1512000
TRX-20230919-00147,2023-09-19,CUST-0176,Retail,PRD-06,Teh Celup Box,Beverages,Jabodetabek,Direct,REP-06,6,9000,0,54000.0,39000
TRX-20250703-00148,2025-07-03,CUST-0248,Retail,PRD-12,Pasta Gigi 150g,Personal Care,Jawa Tengah,Online,REP-02,4,15000,10,54000.0,44000
TRX-20251206-00149,2025-12-06,CUST-0575,New,PRD-01,Minyak Goreng 2L,Food,Jabodetabek,Direct,REP-08,8,35000,20,224000.0,224000
TRX-20240930-00150,2024-09-30,CUST-0275,Retail,PRD-04,Tepung Terigu 1kg,Food,Sumatera,Distributor,REP-06,5,12500,0,62500.0,50000
TRX-20240523-00151,2024-05-23,CUST-0390,Wholesale,PRD-11,Shampoo 170ml,Personal Care,Jawa Barat,Direct,REP-04,41,24000,20,787200.0,738000
TRX-20260425-00152,2026-04-25,CUST-0524,Retail,PRD-11,Shampoo 170ml,Personal Care,Jawa Timur,Distributor,REP-04,10,24000,5,228000.0,180000
TRX-20260513-00153,2026-05-13,CUST-0772,Retail,PRD-06,Teh Celup Box,Beverages,Jawa Barat,Direct,REP-06,4,9000,0,36000.0,26000
TRX-20230501-00154,2023-05-01,CUST-0385,Retail,PRD-06,Teh Celup Box,Beverages,Jabodetabek,Direct,REP-05,6,9000,15,45900.0,39000
TRX-20230520-00155,2023-05-20,CUST-0444,Wholesale,PRD-11,Shampoo 170ml,Personal Care,Jawa Barat,Distributor,REP-05,32,24000,10,691200.0,576000
TRX-20240720-00156,2024-07-20,CUST-0389,Retail,PRD-04,Tepung Terigu 1kg,Food,Jawa Tengah,Distributor,REP-02,5,12500,20,50000.0,50000
TRX-20241023-00157,2024-10-23,CUST-0425,Retail,PRD-06,Teh Celup Box,Beverages,Jawa Timur,Modern Trade,REP-04,6,9000,20,43200.0,39000
TRX-20240509-00158,2024-05-09,CUST-0624,Retail,PRD-07,Susu UHT 1L,Beverages,Jawa Barat,Online,REP-05,3,19000,10,51300.0,43500
TRX-20241221-00159,2024-12-21,CUST-0638,Retail,PRD-11,Shampoo 170ml,Personal Care,Jawa Timur,Modern Trade,REP-02,3,24000,0,72000.0,54000
TRX-20251031-00160,2025-10-31,CUST-0206,Retail,PRD-07,Susu UHT 1L,Beverages,Jabodetabek,Distributor,REP-03,11,19000,0,209000.0,159500
TRX-20230521-00161,2023-05-21,CUST-0758,Retail,PRD-01,Minyak Goreng 2L,Food,Jawa Tengah,Distributor,REP-05,5,35000,10,157500.0,140000
TRX-20231101-00162,2023-11-01,CUST-0451,Retail,PRD-07,Susu UHT 1L,Beverages,Jawa Timur,Modern Trade,REP-01,3,19000,0,57000.0,43500
TRX-20240220-00163,2024-02-20,CUST-0794,Wholesale,PRD-12,Pasta Gigi 150g,Personal Care,Sumatera,Online,REP-01,37,15000,5,527250.0,407000
TRX-20250804-00164,2025-08-04,CUST-0598,Retail,PRD-03,Gula Pasir 1kg,Food,Jawa Timur,Distributor,REP-07,5,16000,5,76000.0,65000
