Transaction ID,Transaction Date,Customer ID,Customer Type,Product ID,Product Name,Product Category,Region,Sales Channel,Sales Rep ID,Quantity,Unit Price,Discount (%),Revenue,Cost/COGS
TRX-20251010-00030,2025-10-10,CUST-0227,Retail,PRD-10,Sabun Mandi Batang,Personal Care,Jawa Barat,Distributor,REP-08,1,5000,0,5000.0,3500
TRX-20230707-00031,2023-07-07,CUST-0057,New,PRD-04,Tepung Terigu 1kg,Food,Jawa Barat,Modern Trade,REP-05,3,12500,10,33750.0,30000
TRX-20250204-00032,2025-02-04,CUST-0536,Retail,PRD-02,Beras Premium 5kg,Food,Jawa Tengah,Online,REP-04,2,65000,15,110500.0,106000
TRX-20260206-00033,2026-02-06,CUST-0076,New,PRD-10,Sabun Mandi Batang,Personal Care,Jawa Timur,Online,REP-08,4,5000,5,19000.0,14000
TRX-20250410-00034,2025-04-10,CUST-0628,Wholesale,PRD-12,Pasta Gigi 150g,Personal Care,Jawa Timur,Modern Trade,REP-04,50,15000,0,750000.0,550000
TRX-20240824-00035,2024-08-24,CUST-0400,Wholesale,PRD-05,Kopi Bubuk 200g,Beverages,Jabodetabek,Distributor,REP-02,35,22000,0,770000.0,560000
TRX-20240803-00036,2024-08-03,CUST-0349,Retail,PRD-05,Kopi Bubuk 200g,Beverages,Jawa Barat,Distributor,REP-08,1,22000,5,20900.0,16000
TRX-20250112-00037,2025-01-12,CUST-0295,Retail,PRD-02,Beras Premium 5kg,Food,Sumatera,Online,REP-04,2,65000,15,110500.0,106000
TRX-20250911-00038,2025-09-11,CUST-0548,Retail,PRD-05,Kopi Bubuk 200g,Beverages,Jabodetabek,Direct,REP-06,6,22000,0,132000.0,96000
TRX-20230724-00039,2023-07-24,CUST-0582,Retail,PRD-12,Pasta Gigi 150g,Personal Care,Jabodetabek,Modern Trade,REP-03,4,15000,0,60000.0,44000
TRX-20240930-00040,2024-09-30,CUST-0399,New,PRD-02,Beras Premium 5kg,Food,Jawa Timur,Distributor,REP-08,3,65000,5,185250.0,159000
TRX-20230614-00041,2023-06-14,CUST-0314,Retail,PRD-05,Kopi Bubuk 200g,Beverages,Jabodetabek,Online,REP-02,4,22000,0,88000.0,64000
TRX-20230610-00042,2023-06-10,CUST-0178,Retail,PRD-05,Kopi Bubuk 200g,Beverages,Jabodetabek,Direct,REP-07,6,22000,10,118800.0,96000
TRX-20250421-00044,2025-04-21,CUST-0517,Retail,PRD-02,Beras Premium 5kg,Food,Jawa Tengah,Direct,REP-02,5,65000,5,308750.0,265000
TRX-20240724-00045,2024-07-24,CUST-0650,Wholesale,PRD-03,Gula Pasir 1kg,Food,Jabodetabek,Online,REP-08,20,16000,0,320000.0,260000
TRX-20240919-00046,2024-09-19,CUST-0604,Wholesale,PRD-11,Shampoo 170ml,Personal Care,Sumatera,Distributor,REP-04,30,24000,15,612000.0,540000
TRX-20260125-00047,2026-01-25,CUST-0554,Retail,PRD-04,Tepung Terigu 1kg,Food,Jawa Timur,Distributor,REP-07,8,12500,15,85000.0,80000
TRX-20240420-00048,2024-04-20,CUST-0297,Retail,PRD-04,Tepung Terigu 1kg,Food,Jabodetabek,Distributor,REP-01,7,12500,0,87500.0,70000
TRX-20240122-00049,2024-01-22,CUST-0259,Retail,PRD-11,Shampoo 170ml,Personal Care,Jabodetabek,Modern Trade,REP-01,1,24000,5,22800.0,18000
TRX-20250716-00050,2025-07-16,CUST-0688,Retail,PRD-11,Shampoo 170ml,Personal Care,Jabodetabek,Online,REP-06,10,24000,0,240000.0,180000
TRX-20260130-00051,2026-01-30,CUST-0506,Retail,PRD-11,Shampoo 170ml,Personal Care,Jabodetabek,Direct,REP-01,2,24000,0,48000.0,36000
TRX-20251018-00052,2025-10-18,CUST-0645,Retail,PRD-03,Gula Pasir 1kg,Food,Jabodetabek,Modern Trade,REP-04,7,16000,20,89600.0,91000
TRX-20260603-00053,2026-06-03,CUST-0131,Wholesale,PRD-12,Pasta Gigi 150g,Personal Care,Jabodetabek,Direct,REP-05,29,15000,0,435000.0,319000
TRX-20231006-00054,2023-10-06,CUST-0176,Retail,PRD-06,Teh Celup Box,Beverages,Jawa Timur,Modern Trade,REP-06,3,9000,25,20250.0,19500
TRX-20250724-00055,2025-07-24,CUST-0248,Retail,PRD-12,Pasta Gigi 150g,Personal Care,Jawa Tengah,Direct,REP-04,6,15000,0,90000.0,66000
TRX-20260429-00056,2026-04-29,CUST-0533,Retail,PRD-03,Gula Pasir 1kg,Food,Jawa Timur,Distributor,REP-04,18,16000,20,230400.0,234000
TRX-20240903-00058,2024-09-03,CUST-0501,Retail,PRD-08,Deterjen Bubuk 800g,Home Care,Jabodetabek,Distributor,REP-07,1,25000,0,25000.0,19000
TRX-20250505-00059,2025-05-05,CUST-0270,Retail,PRD-10,Sabun Mandi Batang,Personal Care,Sulawesi,Direct,REP-01,3,5000,0,15000.0,10500
TRX-20251222-00060,2025-12-22,CUST-0073,Retail,PRD-11,Shampoo 170ml,Personal Care,Jawa Tengah,Distributor,REP-03,6,24000,20,115200.0,108000
TRX-20231013-00061,2023-10-13,CUST-0265,Retail,PRD-01,Minyak Goreng 2L,Food,Jawa Barat,Distributor,REP-03,3,35000,0,105000.0,84000
TRX-20260224-00063,2026-02-24,CUST-0255,New,PRD-07,Susu UHT 1L,Beverages,Jawa Barat,Modern Trade,REP-08,5,19000,0,95000.0,72500
TRX-20251009-00064,2025-10-09,CUST-0201,Retail,PRD-09,Pemberi Lantai 900ml,Home Care,Jawa Tengah,Modern Trade,REP-08,1,18000,25,13500.0,13500
TRX-20231128-00065,2023-11-28,CUST-0438,Retail,PRD-12,Pasta Gigi 150g,Personal Care,Jawa Barat,Direct,REP-03,5,15000,20,60000.0,55000
TRX-20231214-00066,2023-12-14,CUST-0540,Retail,PRD-04,Tepung Terigu 1kg,Food,Jawa Barat,Distributor,REP-06,5,12500,0,62500.0,50000
TRX-20230802-00067,2023-08-02,CUST-0665,Wholesale,PRD-02,Beras Premium 5kg,Food,Jawa Barat,Distributor,REP-02,27,65000,20,1404000.0,1431000
TRX-20241014-00068,2024-10-14,CUST-0701,Retail,PRD-06,Teh Celup Box,Beverages,Sumatera,Direct,REP-08,3,9000,0,27000.0,19500
TRX-20231114-00069,2023-11-14,CUST-0618,Wholesale,PRD-11,Shampoo 170ml,Personal Care,Jabodetabek,Direct,REP-08,32,24000,0,768000.0,576000
TRX-20230507-00071,2023-05-07,CUST-0558,Retail,PRD-01,Minyak Goreng 2L,Food,Jawa Barat,Online,REP-08,6,35000,20,168000.0,168000
TRX-20250508-00072,2025-05-08,CUST-0174,Wholesale,PRD-07,Susu UHT 1L,Beverages,Jawa Timur,Modern Trade,REP-01,32,19000,10,547200.0,464000
TRX-20240216-00073,2024-02-16,CUST-0084,Retail,PRD-01,Minyak Goreng 2L,Food,Jabodetabek,Direct,REP-07,7,35000,10,220500.0,196000
TRX-20241213-00074,2024-12-13,CUST-0377,Wholesale,PRD-07,Susu UHT 1L,Beverages,Sumatera,Online,REP-03,38,19000,10,649800.0,551000
TRX-20240727-00075,2024-07-27,CUST-0049,Retail,PRD-09,Pemberi Lantai 900ml,Home Care,Jawa Timur,Online,REP-04,3,18000,0,54000.0,40500
TRX-20251119-00076,2025-11-19,CUST-0188,Retail,PRD-12,Pasta Gigi 150g,Personal Care,Jawa Timur,Modern Trade,REP-04,4,15000,5,57000.0,44000
TRX-20260215-00077,2026-02-15,CUST-0612,Retail,PRD-12,Pasta Gigi 150g,Personal Care,Jawa Tengah,Distributor,REP-08,5,15000,0,75000.0,55000
TRX-20260510-00078,2026-05-10,CUST-0444,Wholesale,PRD-02,Beras Premium 5kg,Food,Jawa Tengah,Distributor,REP-07,42,65000,15,2320500.0,2226000
TRX-20250416-00079,2025-04-16,CUST-0376,Retail,PRD-08,Deterjen Bubuk 800g,Home Care,Jawa Barat,Modern Trade,REP-04,7,25000,0,175000.0,133000
TRX-20230505-00080,2023-05-05,CUST-0245,New,PRD-10,Sabun Mandi Batang,Personal Care,Sumatera,Direct,REP-02,4,5000,0,20000.0,14000
TRX-20230228-00081,2023-02-28,CUST-0431,Wholesale,PRD-04,Tepung Terigu 1kg,Food,Jabodetabek,Modern Trade,REP-06,22,12500,5,261250.0,220000
TRX-20240118-00083,2024-01-18,CUST-0533,Retail,PRD-12,Pasta Gigi 150g,Personal Care,Jawa Timur,Distributor,REP-01,4,15000,5,57000.0,44000
TRX-20230930-00084,2023-09-30,CUST-0099,Wholesale,PRD-12,Pasta Gigi 150g,Personal Care,Jabodetabek,Distributor,REP-08,27,15000,10,364500.0,297000
TRX-20230305-00085,2023-03-05,CUST-0091,Retail,PRD-05,Kopi Bubuk 200g,Beverages,Jawa Tengah,Distributor,REP-07,3,22000,20,52800.0,48000
TRX-20250903-00086,2025-09-03,CUST-0184,New,PRD-04,Tepung Terigu 1kg,Food,Jawa Barat,Direct,REP-06,7,12500,0,87500.0,70000
TRX-20260524-00087,2026-05-24,CUST-0407,Retail,PRD-11,Shampoo 170ml,Personal Care,Jawa Barat,Distributor,REP-02,12,24000,10,259200.0,216000
TRX-20250419-00089,2025-04-19,CUST-0147,Wholesale,PRD-06,Teh Celup Box,Beverages,Jabodetabek,Direct,REP-07,47,9000,10,380700.0,305500
TRX-20241113-00090,2024-11-13,CUST-0566,Wholesale,PRD-10,Sabun Mandi Batang,Personal Care,Jabodetabek,Direct,REP-08,29,5000,15,123250.0,101500
TRX-20250629-00091,2025-06-29,CUST-0549,Retail,PRD-08,Deterjen Bubuk 800g,Home Care,Sumatera,Modern Trade,REP-01,5,25000,15,106250.0,95000
TRX-20240218-00092,2024-02-18,CUST-0358,Retail,PRD-11,Shampoo 170ml,Personal Care,Jabodetabek,Direct,REP-04,1,24000,5,22800.0,18000
TRX-20230324-00093,2023-03-24,CUST-0123,Retail,PRD-06,Teh Celup Box,Beverages,Jabodetabek,Direct,REP-07,3,9000,15,22950.0,19500
TRX-20251102-00094,2025-11-02,CUST-0184,New,PRD-12,Pasta Gigi 150g,Personal Care,Sumatera,Distributor,REP-07,6,15000,20,72000.0,66000
TRX-20260610-00095,2026-06-10,CUST-0670,Retail,PRD-05,Kopi Bubuk 200g,Beverages,Jabodetabek,Direct,REP-03,6,22000,10,118800.0,96000
TRX-20241021-00096,2024-10-21,CUST-0160,Retail,PRD-02,Beras Premium 5kg,Food,Jabodetabek,Online,REP-04,3,65000,0,195000.0,159000
TRX-20250214-00097,2025-02-14,CUST-0466,Retail,PRD-12,Pasta Gigi 150g,Personal Care,Jawa Barat,Direct,REP-02,4,15000,15,51000.0,44000
TRX-20260618-00098,2026-06-18,CUST-0154,Retail,PRD-02,Beras Premium 5kg,Food,Jabodetabek,Online,REP-07,4,65000,5,247000.0,212000
TRX-20241029-00099,2024-10-29,CUST-0651,Retail,PRD-09,Pemberi Lantai 900ml,Home Care,Jawa Barat,Direct,REP-03,9,18000,20,129600.0,121500
TRX-20240415-00100,2024-04-15,CUST-0218,Retail,PRD-01,Minyak Goreng 2L,Food,Sumatera,Modern Trade,REP-07,10,35000,0,350000.0,280000
TRX-20240616-00101,2024-06-16,CUST-0723,New,PRD-12,Pasta Gigi 150g,Personal Care,Sulawesi,Direct,REP-06,5,15000,25,56250.0,55000
TRX-20260613-00102,2026-06-13,CUST-0455,Retail,PRD-09,Pemberi Lantai 900ml,Home Care,Jabodetabek,Distributor,REP-04,6,18000,20,86400.0,81000
TRX-20240912-00103,2024-09-12,CUST-0173,Retail,PRD-02,Beras Premium 5kg,Food,Jawa Barat,Modern Trade,REP-04,4,65000,10,234000.0,212000
TRX-20231222-00104,2023-12-22,CUST-0533,Retail,PRD-12,Pasta Gigi 150g,Personal Care,Jabodetabek,Online,REP-01,4,15000,0,60000.0,44000
TRX-20250517-00106,2025-05-17,CUST-0398,Retail,PRD-10,Sabun Mandi Batang,Personal Care,Jabodetabek,Online,REP-06,1,5000,5,4750.0,3500
TRX-20230620-00107,2023-06-20,CUST-0409,Retail,PRD-04,Tepung Terigu 1kg,Food,Jabodetabek,Distributor,REP-01,5,12500,0,62500.0,50000
TRX-20230624-00108,2023-06-24,CUST-0734,New,PRD-09,Pemberi Lantai 900ml,Home Care,Jabodetabek,Direct,REP-08,5,18000,0,90000.0,67500
TRX-20240108-00109,2024-01-08,CUST-0484,Wholesale,PRD-07,Susu UHT 1L,Beverages,Sumatera,Online,REP-08,28,19000,20,425600.0,406000
TRX-20240216-00110,2024-02-16,CUST-0205,New,PRD-12,Pasta Gigi 150g,Personal Care,Jawa Barat,Direct,REP-02,8,15000,25,90000.0,88000
TRX-20260118-00111,2026-01-18,CUST-0492,Retail,PRD-07,Susu UHT 1L,Beverages,Jabodetabek,Online,REP-02,7,19000,0,133000.0,101500
TRX-20230804-00113,2023-08-04,CUST-0438,Retail,PRD-12,Pasta Gigi 150g,Personal Care,Jawa Barat,Direct,REP-06,1,15000,0,15000.0,11000
TRX-20231227-00114,2023-12-27,CUST-0459,Retail,PRD-08,Deterjen Bubuk 800g,Home Care,Jabodetabek,Modern Trade,REP-03,10,25000,15,212500.0,190000
TRX-20260121-00116,2026-01-21,CUST-0520,Retail,PRD-12,Pasta Gigi 150g,Personal Care,Sumatera,Online,REP-01,15,15000,25,168750.0,165000
TRX-20251108-00118,2025-11-08,CUST-0311,Retail,PRD-06,Teh Celup Box,Beverages,Jawa Tengah,Modern Trade,REP-04,11,9000,15,84150.0,71500
TRX-20240509-00119,2024-05-09,CUST-0606,Retail,PRD-01,Minyak Goreng 2L,Food,Jawa Barat,Online,REP-04,2,35000,5,66500.0,56000
TRX-20230315-00120,2023-03-15,CUST-0548,Retail,PRD-05,Kopi Bubuk 200g,Beverages,Jawa Barat,Distributor,REP-07,5,22000,10,99000.0,80000
TRX-20240904-00121,2024-09-04,CUST-0155,Wholesale,PRD-09,Pemberi Lantai 900ml,Home Care,Jawa Barat,Modern Trade,REP-05,33,18000,0,594000.0,445500
TRX-20250906-00122,2025-09-06,CUST-0404,New,PRD-05,Kopi Bubuk 200g,Beverages,Jabodetabek,Direct,REP-07,5,22000,5,104500.0,80000
TRX-20231120-00123,2023-11-20,CUST-0114,New,PRD-01,Minyak Goreng 2L,Food,Jabodetabek,Modern Trade,REP-04,5,35000,0,175000.0,140000
TRX-20250102-00124,2025-01-02,CUST-0580,New,PRD-05,Kopi Bubuk 200g,Beverages,Jawa Timur,Distributor,REP-05,10,22000,5,209000.0,160000
TRX-20240706-00126,2024-07-06,CUST-0368,Retail,PRD-03,Gula Pasir 1kg,Food,Jawa Tengah,Direct,REP-06,3,16000,0,48000.0,39000
TRX-20230209-00127,2023-02-09,CUST-0189,Wholesale,PRD-04,Tepung Terigu 1kg,Food,Jawa Tengah,Online,REP-02,24,12500,15,255000.0,240000
TRX-20250512-00128,2025-05-12,CUST-0254,New,PRD-05,Kopi Bubuk 200g,Beverages,Jawa Timur,Direct,REP-01,3,22000,0,66000.0,48000
TRX-20240119-00130,2024-01-19,CUST-0691,Retail,PRD-06,Teh Celup Box,Beverages,Jawa Timur,Modern Trade,REP-06,8,9000,10,64800.0,52000
TRX-20260423-00131,2026-04-23,CUST-0382,Retail,PRD-11,Shampoo 170ml,Personal Care,Sulawesi,Distributor,REP-08,6,24000,15,122400.0,108000
TRX-20250726-00132,2025-07-26,CUST-0202,Retail,PRD-11,Shampoo 170ml,Personal Care,Jabodetabek,Distributor,REP-01,1,24000,25,18000.0,18000
TRX-20240311-00133,2024-03-11,CUST-0111,Wholesale,PRD-09,Pemberi Lantai 900ml,Home Care,Jabodetabek,Distributor,REP-01,50,18000,5,855000.0,675000
TRX-20250201-00134,2025-02-01,CUST-0681,New,PRD-09,Pemberi Lantai 900ml,Home Care,Jabodetabek,Distributor,REP-04,5,18000,0,90000.0,67500
TRX-20250820-00135,2025-08-20,CUST-0474,Retail,PRD-04,Tepung Terigu 1kg,Food,Jawa Timur,Online,REP-02,6,12500,0,75000.0,60000
TRX-20241228-00136,2024-12-28,CUST-0315,Retail,PRD-03,Gula Pasir 1kg,Food,Jawa Timur,Distributor,REP-08,9,16000,0,144000.0,117000
TRX-20250609-00137,2025-06-09,CUST-0555,Wholesale,PRD-10,Sabun Mandi Batang,Personal Care,Jawa Timur,Online,REP-04,36,5000,0,180000.0,126000
TRX-20230423-00138,2023-04-23,CUST-0012,Retail,PRD-05,Kopi Bubuk 200g,Beverages,Jabodetabek,Distributor,REP-01,7,22000,20,123200.0,112000
TRX-20230119-00139,2023-01-19,CUST-0726,Retail,PRD-05,Kopi Bubuk 200g,Beverages,Jabodetabek,Direct,REP-07,5,22000,20,88000.0,80000
TRX-20250129-00140,2025-01-29,CUST-0404,New,PRD-08,Deterjen Bubuk 800g,Home Care,Jabodetabek,Distributor,REP-01,6,25000,0,150000.0,114000
TRX-20260110-00141,2026-01-10,CUST-0474,Retail,PRD-04,Tepung Terigu 1kg,Food,Jawa Barat,Distributor,REP-04,8,12500,0,100000.0,80000
TRX-20230807-00142,2023-08-07,CUST-0669,Retail,PRD-06,Teh Celup Box,Beverages,Jabodetabek,Distributor,REP-04,3,9000,5,25650.0,19500
TRX-20260303-00143,2026-03-03,CUST-0719,Retail,PRD-11,Shampoo 170ml,Personal Care,Jawa Tengah,Online,REP-08,4,24000,5,91200.0,72000
TRX-20251224-00144,2025-12-24,CUST-0595,Retail,PRD-10,Sabun Mandi Batang,Personal Care,Jawa Barat,Online,REP-03,11,5000,10,49500.0,38500
TRX-20251227-00145,2025-12-27,CUST-0007,Wholesale,PRD-01,Minyak Goreng 2L,Food,Jawa Barat,Modern Trade,REP-02,29,35000,0,1015000.0,812000
TRX-20260224-00146,2026-02-24,CUST-0409,Retail,PRD-12,Pasta Gigi 150g,Personal Care,Sumatera,Modern Trade,REP-03,1,15000,10,13500.0,11000
TRX-20251130-00148,2025-11-30,CUST-0170,Retail,PRD-02,Beras Premium 5kg,Food,Jawa Timur,Direct,REP-01,2,65000,15,110500.0,106000
TRX-20250106-00149,2025-01-06,CUST-0366,Retail,PRD-05,Kopi Bubuk 200g,Beverages,Jabodetabek,Modern Trade,REP-03,8,22000,5,167200.0,128000
TRX-20231002-00150,2023-10-02,CUST-0164,Retail,PRD-11,Shampoo 170ml,Personal Care,Jabodetabek,Online,REP-03,4,24000,10,86400.0,72000
TRX-20231022-00152,2023-10-22,CUST-0369,Retail,PRD-12,Pasta Gigi 150g,Personal Care,Jawa Barat,Modern Trade,REP-01,7,15000,0,105000.0,77000
TRX-20230402-00153,2023-04-02,CUST-0530,Retail,PRD-02,Beras Premium 5kg,Food,Jawa Barat,Online,REP-02,2,65000,0,130000.0,106000
TRX-20250401-00154,2025-04-01,CUST-0088,Wholesale,PRD-04,Tepung Terigu 1kg,Food,Jabodetabek,Direct,REP-03,29,12500,5,344375.0,290000
TRX-20230121-00155,2023-01-21,CUST-0242,Retail,PRD-07,Susu UHT 1L,Beverages,Jawa Timur,Modern Trade,REP-03,3,19000,0,57000.0,43500
TRX-20231004-00156,2023-10-04,CUST-0061,Wholesale,PRD-10,Sabun Mandi Batang,Personal Care,Jawa Timur,Online,REP-07,22,5000,0,110000.0,77000
TRX-20251026-00157,2025-10-26,CUST-0109,Retail,PRD-03,Gula Pasir 1kg,Food,Jabodetabek,Distributor,REP-05,8,16000,10,115200.0,104000
TRX-20241014-00158,2024-10-14,CUST-0672,New,PRD-04,Tepung Terigu 1kg,Food,Jabodetabek,Direct,REP-01,7,12500,10,78750.0,70000
TRX-20240220-00159,2024-02-20,CUST-0499,New,PRD-10,Sabun Mandi Batang,Personal Care,Jawa Barat,Direct,REP-04,2,5000,0,10000.0,7000
TRX-20250127-00160,2025-01-27,CUST-0127,New,PRD-03,Gula Pasir 1kg,Food,Jabodetabek,Online,REP-08,8,16000,10,115200.0,104000
TRX-20250803-00161,2025-08-03,CUST-0354,Retail,PRD-03,Gula Pasir 1kg,Food,Jawa Barat,Distributor,REP-05,2,16000,5,30400.0,26000
TRX-20250713-00162,2025-07-13,CUST-0295,Retail,PRD-08,Deterjen Bubuk 800g,Home Care,Jawa Tengah,Direct,REP-05,13,25000,15,276250.0,247000
TRX-20250304-00163,2025-03-04,CUST-0380,New,PRD-09,Pemberi Lantai 900ml,Home Care,Jawa Timur,Online,REP-08,11,18000,15,168300.0,148500
TRX-20230519-00165,2023-05-19,CUST-0693,Wholesale,PRD-09,Pemberi Lantai 900ml,Home Care,Jawa Timur,Modern Trade,REP-08,24,18000,0,432000.0,324000
TRX-20231201-00166,2023-12-01,CUST-0532,Wholesale,PRD-11,Shampoo 170ml,Personal Care,Jabodetabek,Distributor,REP-03,32,24000,0,768000.0,576000
TRX-20260219-00167,2026-02-19,CUST-0479,Retail,PRD-11,Shampoo 170ml,Personal Care,Sumatera,Distributor,REP-02,1,24000,10,21600.0,18000
TRX-20260221-00168,2026-02-21,CUST-0482,Retail,PRD-08,Deterjen Bubuk 800g,Home Care,Jawa Barat,Direct,REP-08,7,25000,5,166250.0,133000
TRX-20260519-00169,2026-05-19,CUST-0704,Wholesale,PRD-12,Pasta Gigi 150g,Personal Care,Jawa Timur,Direct,REP-01,39,15000,0,585000.0,429000
TRX-20230924-00172,2023-09-24,CUST-0054,Retail,PRD-08,Deterjen Bubuk 800g,Home Care,Jawa Tengah,Direct,REP-05,4,25000,0,100000.0,76000
TRX-20240528-00173,2024-05-28,CUST-0178,Retail,PRD-12,Pasta Gigi 150g,Personal Care,Jawa Barat,Distributor,REP-06,6,15000,15,76500.0,66000
TRX-20241115-00174,2024-11-15,CUST-0156,Retail,PRD-05,Kopi Bubuk 200g,Beverages,Jawa Tengah,Direct,REP-04,5,22000,15,93500.0,80000
TRX-20231206-00175,2023-12-06,CUST-0204,Retail,PRD-01,Minyak Goreng 2L,Food,Jawa Barat,Direct,REP-07,9,35000,0,315000.0,252000
TRX-20240330-00176,2024-03-30,CUST-0104,Retail,PRD-06,Teh Celup Box,Beverages,Jabodetabek,Online,REP-01,1,9000,5,8550.0,6500
TRX-20231026-00177,2023-10-26,CUST-0799,Retail,PRD-11,Shampoo 170ml,Personal Care,Jawa Timur,Modern Trade,REP-05,6,24000,5,136800.0,108000
TRX-20240522-00178,2024-05-22,CUST-0304,Retail,PRD-05,Kopi Bubuk 200g,Beverages,Jabodetabek,Direct,REP-06,4,22000,20,70400.0,64000
TRX-20240529-00179,2024-05-29,CUST-0208,Wholesale,PRD-05,Kopi Bubuk 200g,Beverages,Sumatera,Distributor,REP-01,35,22000,0,770000.0,560000
TRX-20260429-00181,2026-04-29,CUST-0315,Retail,PRD-05,Kopi Bubuk 200g,Beverages,Sulawesi,Modern Trade,REP-04,15,22000,20,264000.0,240000
TRX-20240724-00183,2024-07-24,CUST-0511,Wholesale,PRD-09,Pemberi Lantai 900ml,Home Care,Jawa Tengah,Direct,REP-03,32,18000,10,518400.0,432000
TRX-20240305-00184,2024-03-05,CUST-0654,Wholesale,PRD-02,Beras Premium 5kg,Food,Jabodetabek,Online,REP-07,45,65000,0,2925000.0,2385000
